row	weekday	time	conf	national_tv	opp_win_p	opp_all_stars	win_p	attendance
1798	Su	5:00 pm	Rivalry	Yes	Less than 40%	0	0.43665429040354203	17205
1799	Fr	5:00 pm	conference	Yes	40% - 60%	0	0.46290925477201833	13994
1800	Su	7:00 pm	conference	Yes	Less than 40%	2	0.4892683379072087	15436
1801	Tu	2:00 pm	conference	No	Less than 40%	3	0.46247182011535204	12727
1802	Th	7:00 pm	conference	Yes	More than 60%	0	0.41533776569845254	15664
1803	Sa	7:00 pm	Non-Conference	No	Less than 40%	0	0.37362187285744064	11758
1804	Fr	5:00 pm	conference	Yes	More than 60%	1	0.549268465722489	17273
1805	M	7:00 pm	Non-Conference	No	40% - 60%	0	0.5508552204333514	12453
1806	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	2	0.6066226682855917	12762
1807	M	7:00 pm	Non-Conference	No	Less than 40%	1	0.5000385477065354	11049
1808	Su	2:00 pm	conference	No	40% - 60%	0	0.5918970087151598	12358
1809	Th	7:00 pm	Rivalry	No	40% - 60%	0	0.5401681976573869	20133
1810	W	5:00 pm	conference	No	More than 60%	1	0.7117576243653425	16998
1811	M	2:00 pm	Non-Conference	No	Less than 40%	1	0.521791568660093	8258
1812	M	5:00 pm	conference	Yes	Less than 40%	0	0.5862330037719289	11023
1813	Fr	7:00 pm	Non-Conference	No	Less than 40%	2	0.5308830037656019	12411
1814	Sa	7:00 pm	Non-Conference	No	Less than 40%	0	0.5316625987393878	11617
1815	Su	5:00 pm	conference	No	40% - 60%	0	0.4918897207608126	15310
1816	Tu	7:00 pm	Rivalry	No	40% - 60%	1	0.49090713110151685	20789
1817	M	5:00 pm	conference	No	Less than 40%	1	0.3865701897651083	13455
1818	Tu	5:00 pm	conference	Yes	More than 60%	2	0.48261411949859573	17432
1819	W	5:00 pm	Non-Conference	No	40% - 60%	1	0.5180953848730019	11097
1820	Tu	7:00 pm	conference	No	More than 60%	0	0.5387643299856363	16449
1821	Th	5:00 pm	conference	Yes	40% - 60%	0	0.48944109288407517	13943
1822	Th	7:00 pm	Rivalry	No	More than 60%	0	0.40589050594258713	20741
1823	Tu	5:00 pm	Non-Conference	No	More than 60%	0	0.3872106134318822	12728
1824	Th	7:00 pm	conference	No	Less than 40%	1	0.6509110571190226	13713
1825	M	7:00 pm	Non-Conference	No	Less than 40%	1	0.6807422252537381	11076
1826	M	7:00 pm	Non-Conference	Yes	Less than 40%	3	0.4346407827042459	12674
1827	Sa	7:00 pm	conference	No	Less than 40%	2	0.657877460319446	17372
1828	M	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.5351496498812758	10376
1829	Fr	5:00 pm	conference	Yes	40% - 60%	1	0.3546629243491931	15018
1830	Fr	7:00 pm	Non-Conference	Yes	More than 60%	0	0.35030078563870126	14041
1831	Th	7:00 pm	conference	No	More than 60%	0	0.6481170200426224	17391
1832	W	2:00 pm	Rivalry	Yes	Less than 40%	2	0.4177249400694725	14968
1833	W	5:00 pm	conference	No	Less than 40%	1	0.6533476435058704	13307
1834	Su	7:00 pm	conference	No	40% - 60%	0	0.6015685910878747	15519
1835	Su	5:00 pm	Non-Conference	No	40% - 60%	2	0.4191241364314311	13695
1836	Th	5:00 pm	Non-Conference	No	Less than 40%	1	0.4091624315173321	9654
1837	M	2:00 pm	conference	Yes	More than 60%	2	0.3287014520819207	15249
1838	W	7:00 pm	conference	Yes	40% - 60%	0	0.556322250389999	14535
1839	Th	5:00 pm	conference	Yes	More than 60%	0	0.4426970678875957	15333
1840	Tu	5:00 pm	conference	Yes	Less than 40%	1	0.48290351324024444	12265
1841	Tu	7:00 pm	conference	Yes	More than 60%	1	0.3877789792405448	16744
1842	M	5:00 pm	Non-Conference	Yes	40% - 60%	2	0.42556192941157406	11902
1843	Su	7:00 pm	Non-Conference	No	40% - 60%	0	0.35413151507443913	12945
1844	Tu	7:00 pm	Non-Conference	No	40% - 60%	1	0.470356611516025	12344
1845	M	7:00 pm	conference	No	More than 60%	3	0.5490668238519638	20176
1846	Tu	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.3608258417700698	9412
1847	Sa	5:00 pm	Non-Conference	Yes	More than 60%	1	0.48074990614509877	15114
1848	Fr	5:00 pm	Rivalry	No	40% - 60%	0	0.5742182442197583	19803
1849	W	7:00 pm	Rivalry	Yes	More than 60%	1	0.4811288171285884	21834
1850	Su	2:00 pm	conference	No	More than 60%	0	0.5763150058404246	15163
1851	W	7:00 pm	Rivalry	No	More than 60%	3	0.6142741481592513	25334
1852	Sa	5:00 pm	Rivalry	No	More than 60%	1	0.5589823242318359	23657
1853	Su	7:00 pm	Non-Conference	No	Less than 40%	1	0.449665323419846	11001
1854	Su	2:00 pm	conference	Yes	Less than 40%	1	0.5037539221690799	10854
1855	M	5:00 pm	conference	Yes	Less than 40%	1	0.30573324567845206	11601
1856	Th	2:00 pm	conference	No	40% - 60%	1	0.3545145488494819	12109
1857	Sa	5:00 pm	Rivalry	Yes	More than 60%	1	0.23808404565950841	22595
1858	Su	7:00 pm	Non-Conference	No	More than 60%	0	0.28819601025305075	14134
1859	M	7:00 pm	Rivalry	No	More than 60%	2	0.4328913557366102	23970
1860	Fr	7:00 pm	Non-Conference	No	More than 60%	0	0.48701182877368254	15494
1861	W	2:00 pm	Non-Conference	Yes	40% - 60%	0	0.6215563164250515	7936
1862	Th	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.34383790478674076	10154
1863	W	5:00 pm	Rivalry	No	More than 60%	0	0.5700044475526979	21381
1864	W	7:00 pm	Non-Conference	No	More than 60%	0	0.45861055351297536	14009
1865	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.5225704337027287	12550
1866	Su	7:00 pm	Non-Conference	No	More than 60%	0	0.6086394408748057	14486
1867	M	5:00 pm	conference	Yes	Less than 40%	1	0.5992188341020637	13023
1868	Su	7:00 pm	Rivalry	No	Less than 40%	0	0.421123133383308	18699
1869	Fr	5:00 pm	conference	No	Less than 40%	3	0.44728491265636755	16378
1870	Sa	7:00 pm	Non-Conference	No	40% - 60%	1	0.21641873804464684	14306
1871	W	5:00 pm	conference	Yes	More than 60%	0	0.4709145405899998	14689
1872	Tu	5:00 pm	conference	Yes	40% - 60%	1	0.5306037094137883	14171
1873	M	7:00 pm	Non-Conference	Yes	Less than 40%	2	0.550949930093183	11274
1874	Sa	5:00 pm	Non-Conference	Yes	Less than 40%	3	0.5996344292193003	12514
1875	Sa	5:00 pm	Non-Conference	Yes	40% - 60%	2	0.3962107381911898	13082
1876	W	7:00 pm	Rivalry	Yes	40% - 60%	1	0.45359246185086666	19791
1877	Sa	5:00 pm	conference	No	Less than 40%	3	0.5515342762893413	15712
1878	W	5:00 pm	conference	Yes	40% - 60%	3	0.6444893319126028	16464
1879	Fr	7:00 pm	Rivalry	No	40% - 60%	0	0.5027052556313754	19862
1880	Su	5:00 pm	conference	Yes	More than 60%	1	0.37182076804068154	17048
1881	Fr	5:00 pm	Non-Conference	No	40% - 60%	1	0.6045359443997099	12991
1882	Su	5:00 pm	conference	Yes	40% - 60%	0	0.545818318167918	14019
1883	Th	7:00 pm	conference	No	Less than 40%	0	0.6231850489745472	12532
1884	Su	5:00 pm	Non-Conference	Yes	Less than 40%	2	0.4850305293520592	11203
1885	W	2:00 pm	conference	No	More than 60%	2	0.6149140777614766	15765
1886	Th	7:00 pm	conference	No	40% - 60%	0	0.5573652603921335	15406
1887	W	7:00 pm	conference	Yes	More than 60%	0	0.40343718007271046	15149
1888	Fr	7:00 pm	Non-Conference	No	Less than 40%	1	0.4243015191889393	10568
1889	Tu	5:00 pm	Non-Conference	No	40% - 60%	1	0.454030812480653	11824
1890	Th	5:00 pm	Non-Conference	Yes	More than 60%	0	0.6073483038387537	12389
1891	Sa	5:00 pm	conference	Yes	Less than 40%	1	0.40814060316945644	14001
1892	Tu	7:00 pm	conference	Yes	40% - 60%	0	0.655792153333109	14307
1893	M	7:00 pm	Non-Conference	Yes	Less than 40%	2	0.5435571143569444	10718
1894	W	7:00 pm	Non-Conference	Yes	More than 60%	3	0.5656301745789621	16671
1895	M	5:00 pm	conference	No	40% - 60%	2	0.40093614902818026	16669
1896	Sa	7:00 pm	conference	No	40% - 60%	0	0.44921154478033903	16120
1897	Sa	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.4685846552703873	13749
1898	Th	7:00 pm	conference	No	Less than 40%	2	0.4703397476482576	15251
1899	Su	7:00 pm	conference	No	More than 60%	0	0.519925124222246	16990
1900	Tu	7:00 pm	Non-Conference	Yes	More than 60%	1	0.6623277464578521	14311
1901	M	2:00 pm	Non-Conference	Yes	More than 60%	2	0.4024716197717043	12394
1902	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.7220069455980587	11826
1903	M	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.5025799514027903	8834
1904	Tu	5:00 pm	Non-Conference	No	More than 60%	0	0.5616435861796627	12789
1905	W	7:00 pm	conference	No	More than 60%	0	0.42707345962880283	16713
1906	Fr	7:00 pm	conference	No	More than 60%	0	0.6505538127064989	18055
1907	M	5:00 pm	Non-Conference	Yes	More than 60%	0	0.36307631821812336	12516
1908	Fr	5:00 pm	conference	No	Less than 40%	0	0.6251067238773236	13620
1909	Th	7:00 pm	conference	Yes	40% - 60%	1	0.47684344576065146	14804
1910	Th	7:00 pm	Rivalry	Yes	Less than 40%	0	0.29797793985649756	16191
1911	Su	5:00 pm	Rivalry	No	More than 60%	0	0.6041922055347964	22605
1912	Tu	7:00 pm	conference	No	40% - 60%	1	0.3412066955960702	15699
1913	Sa	5:00 pm	conference	Yes	More than 60%	0	0.641615427835045	17082
1914	Su	7:00 pm	conference	No	More than 60%	0	0.3549621065084332	17902
1915	Tu	7:00 pm	Non-Conference	No	Less than 40%	0	0.56463943165066	9397
1916	Th	7:00 pm	conference	No	Less than 40%	0	0.45370562222429706	12742
1917	Sa	7:00 pm	Non-Conference	No	More than 60%	1	0.5169502125941908	16808
1918	W	7:00 pm	conference	Yes	Less than 40%	0	0.44901012471778873	12279
1919	Th	7:00 pm	conference	No	More than 60%	0	0.5225192136057878	16866
1920	Th	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.7564496033087654	9387
1921	M	5:00 pm	Non-Conference	No	40% - 60%	1	0.4225034041244353	11899
1922	Sa	7:00 pm	Non-Conference	Yes	More than 60%	3	0.6100353291216352	18409
1923	W	2:00 pm	Rivalry	No	40% - 60%	0	0.30815001346487236	16524
1924	Su	7:00 pm	conference	Yes	Less than 40%	1	0.5556896707539211	13744
1925	Sa	7:00 pm	conference	No	40% - 60%	0	0.5713190564316978	16465
1926	Su	5:00 pm	conference	No	Less than 40%	0	0.4572085747973536	12500
1927	Sa	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5897767187990287	16215
1928	Fr	7:00 pm	conference	Yes	Less than 40%	0	0.45180650194789007	13170
1929	W	7:00 pm	conference	Yes	40% - 60%	0	0.5560259867398097	13933
1930	Su	7:00 pm	Rivalry	No	More than 60%	0	0.4709779057122866	22338
1931	Su	7:00 pm	Non-Conference	Yes	More than 60%	0	0.20397577249046084	13665
1932	Th	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.5512034197843703	10991
1933	Fr	7:00 pm	conference	Yes	40% - 60%	1	0.25782245884896937	15428
1934	M	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.5149957657227842	9732
1935	Su	5:00 pm	Non-Conference	No	More than 60%	1	0.4883179865279727	15572
1936	W	7:00 pm	Non-Conference	No	40% - 60%	0	0.41231117601626116	11255
1937	Fr	5:00 pm	Non-Conference	No	Less than 40%	0	0.49671201750768634	9796
1938	W	7:00 pm	Non-Conference	No	More than 60%	0	0.6249977000305257	13504
1939	Tu	7:00 pm	Non-Conference	No	Less than 40%	0	0.7034990626474612	10132
1940	Sa	5:00 pm	conference	Yes	Less than 40%	1	0.3559494197425243	14689
1941	Fr	5:00 pm	Non-Conference	Yes	More than 60%	1	0.4603335029756553	14503
1942	W	5:00 pm	Non-Conference	No	Less than 40%	1	0.6834180472406332	10481
1943	Sa	7:00 pm	Rivalry	No	40% - 60%	1	0.45552458872391166	22311
1944	M	7:00 pm	Non-Conference	Yes	More than 60%	1	0.48487994252904404	13756
1945	M	5:00 pm	conference	No	40% - 60%	0	0.589029911258497	14455
1946	Su	5:00 pm	Non-Conference	No	Less than 40%	0	0.41498111687210587	9801
1947	Su	5:00 pm	Rivalry	Yes	40% - 60%	1	0.5997982246167112	20298
1948	Tu	5:00 pm	conference	Yes	40% - 60%	1	0.5404274764750835	13697
1949	Tu	7:00 pm	Rivalry	No	More than 60%	1	0.5598961177895229	23632
1950	Sa	5:00 pm	conference	No	40% - 60%	1	0.45582580188616567	16173
1951	Th	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.7077629262538115	11963
1952	M	7:00 pm	conference	No	More than 60%	0	0.4779656827537681	16979
1953	W	5:00 pm	Non-Conference	No	Less than 40%	2	0.3718938374258134	10816
1954	Sa	7:00 pm	conference	No	Less than 40%	0	0.49386523240141544	14998
1955	Fr	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.5041703657246692	9939
1956	Su	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.5607476461748746	11744
1957	Su	7:00 pm	Non-Conference	Yes	More than 60%	1	0.5772741074232409	14799
1958	Fr	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.45270873459207667	9058
1959	Th	7:00 pm	Rivalry	Yes	More than 60%	0	0.434171949345585	20991
1960	Fr	5:00 pm	Non-Conference	No	More than 60%	2	0.5393026777560667	15212
1961	Sa	5:00 pm	Non-Conference	Yes	More than 60%	0	0.7885719958139872	14004
1962	Fr	5:00 pm	Non-Conference	No	40% - 60%	0	0.7449704508290597	12799
1963	Su	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.482052940549609	12728
1964	Th	7:00 pm	Non-Conference	No	Less than 40%	0	0.5064580807758086	9274
1965	M	7:00 pm	conference	No	40% - 60%	0	0.48819303093045296	13772
1966	Tu	7:00 pm	conference	No	More than 60%	1	0.5052416074143841	18198
1967	M	7:00 pm	Rivalry	No	More than 60%	0	0.4150717054086007	22369
1968	M	7:00 pm	Non-Conference	No	Less than 40%	0	0.6287322955764776	10080
1969	W	7:00 pm	conference	No	40% - 60%	0	0.46751528884897975	14723
1970	M	5:00 pm	Rivalry	Yes	More than 60%	1	0.21659305535011164	21076
1971	M	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.5669780933819941	10998
1972	Tu	7:00 pm	Rivalry	Yes	More than 60%	1	0.5397459331797156	22603
1973	Sa	7:00 pm	Non-Conference	No	More than 60%	0	0.5615575736825767	15822
1974	M	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.4616914951699448	12285
1975	M	7:00 pm	Non-Conference	No	Less than 40%	1	0.47556605779559247	11136
1976	W	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.37056225944055005	8671
1977	W	7:00 pm	conference	No	More than 60%	0	0.681882147939321	16039
1978	W	5:00 pm	conference	Yes	Less than 40%	0	0.5345392932089493	12419
1979	Th	5:00 pm	Non-Conference	No	More than 60%	1	0.3832859893260181	14200
1980	Su	5:00 pm	Non-Conference	Yes	Less than 40%	0	0.5492368456153439	9668
1981	Fr	2:00 pm	conference	No	Less than 40%	1	0.5348945707487003	11379
1982	Th	7:00 pm	conference	Yes	Less than 40%	1	0.5383317683213881	13462
1983	Sa	5:00 pm	conference	No	40% - 60%	2	0.4865812587812419	17666
1984	Su	5:00 pm	Non-Conference	Yes	Less than 40%	1	0.623488875302942	10985
1985	Su	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.68550417902513	12403
1986	W	7:00 pm	conference	No	40% - 60%	0	0.5229755034051433	14065
1987	Su	7:00 pm	Non-Conference	No	40% - 60%	1	0.43759341071020413	13613
1988	Fr	2:00 pm	Non-Conference	Yes	Less than 40%	1	0.5251277209317429	8338
1989	M	7:00 pm	Rivalry	Yes	40% - 60%	0	0.6100209094054687	19601
1990	M	5:00 pm	Rivalry	No	40% - 60%	2	0.4627397836277395	20681
1991	Fr	5:00 pm	Rivalry	Yes	40% - 60%	0	0.49517460473921876	19768
1992	Su	7:00 pm	conference	Yes	Less than 40%	0	0.6804859355450485	12736
1993	W	5:00 pm	conference	Yes	40% - 60%	3	0.3732160648793363	16613
1994	Su	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.36561043930756054	12554
1995	Fr	7:00 pm	Rivalry	No	More than 60%	0	0.5314110161776808	23317
1996	Tu	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.548602450307236	10707
1997	Th	7:00 pm	conference	Yes	More than 60%	0	0.3572195172486226	16021
1998	Su	7:00 pm	Non-Conference	No	40% - 60%	0	0.6029663854266503	13118
1999	Th	5:00 pm	Rivalry	Yes	Less than 40%	2	0.5705495339293971	18280
2000	M	5:00 pm	conference	No	More than 60%	1	0.4769630734735549	17382
2001	Fr	5:00 pm	Non-Conference	No	Less than 40%	0	0.5194862509899459	10095
2002	W	5:00 pm	conference	Yes	More than 60%	1	0.43478228260960805	16048
2003	Fr	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.48422300184445455	10411
2004	M	7:00 pm	Rivalry	Yes	40% - 60%	1	0.4491323489226958	20379
2005	Th	7:00 pm	conference	No	40% - 60%	0	0.45236423217876687	14531
2006	Su	7:00 pm	Non-Conference	No	More than 60%	1	0.4159675621698632	16515
2007	Fr	5:00 pm	conference	No	Less than 40%	0	0.38923666686071196	12716
2008	Sa	5:00 pm	Non-Conference	No	40% - 60%	1	0.42368044986897235	14261
2009	Tu	7:00 pm	Non-Conference	No	Less than 40%	0	0.3453376832308668	10231
2010	M	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.5778958670734147	12040
2011	Sa	7:00 pm	Non-Conference	Yes	More than 60%	0	0.26301920189611794	14699
2012	Th	7:00 pm	Non-Conference	No	Less than 40%	2	0.4118199494595305	11731
2013	M	7:00 pm	conference	No	More than 60%	0	0.669323922172166	16817
2014	W	7:00 pm	Non-Conference	No	40% - 60%	0	0.5254465600008125	11514
2015	W	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.5244253290018421	11495
2016	M	2:00 pm	conference	No	Less than 40%	1	0.6987664216972979	10963
2017	Th	5:00 pm	Non-Conference	No	More than 60%	0	0.5783399296459838	13967
2018	Fr	7:00 pm	conference	No	Less than 40%	3	0.4664165711890464	16215
2019	Sa	5:00 pm	conference	No	40% - 60%	0	0.7490299859732823	16231
2020	Su	2:00 pm	Non-Conference	Yes	More than 60%	0	0.4490098840568624	12041
2021	W	5:00 pm	Rivalry	Yes	More than 60%	1	0.471721871328615	21762
2022	Su	7:00 pm	Rivalry	Yes	40% - 60%	1	0.500600138418308	21151
2023	Sa	5:00 pm	Rivalry	Yes	40% - 60%	1	0.4787008488173414	20896
2024	W	7:00 pm	Non-Conference	No	More than 60%	0	0.5079795260066051	13460
2025	Th	5:00 pm	conference	Yes	More than 60%	0	0.6365587990105429	14948
2026	Th	5:00 pm	Non-Conference	No	Less than 40%	1	0.413271653450394	10390
2027	Fr	7:00 pm	Non-Conference	No	More than 60%	0	0.4777278191427251	14991
2028	Sa	5:00 pm	Rivalry	No	40% - 60%	3	0.36817207586510203	23423
2029	Fr	7:00 pm	conference	No	Less than 40%	0	0.4752652697520706	14072
2030	W	5:00 pm	Non-Conference	Yes	40% - 60%	2	0.5226348350512597	12349
2031	M	5:00 pm	Non-Conference	No	40% - 60%	0	0.46934469438509296	10642
2032	Th	7:00 pm	conference	Yes	More than 60%	0	0.4402711190711735	16090
2033	Fr	2:00 pm	Non-Conference	Yes	40% - 60%	1	0.41929773611642296	10269
2034	Tu	7:00 pm	conference	Yes	More than 60%	1	0.27489825346797003	17803
2035	Th	2:00 pm	Non-Conference	No	More than 60%	2	0.4611057299691509	12814
2036	Fr	5:00 pm	conference	No	40% - 60%	0	0.36435898885529916	14938
2037	Su	7:00 pm	conference	No	Less than 40%	1	0.6904247405389141	15022
2038	Sa	5:00 pm	Rivalry	Yes	40% - 60%	0	0.6071565972832736	20772
2039	Fr	7:00 pm	Rivalry	No	Less than 40%	1	0.6565690578040435	20796
2040	Fr	5:00 pm	conference	Yes	More than 60%	0	0.523091752207198	16820
2041	M	7:00 pm	conference	Yes	40% - 60%	1	0.49746110068841776	14626
2042	Tu	5:00 pm	Non-Conference	No	40% - 60%	1	0.5115624428744273	11184
2043	Sa	5:00 pm	conference	No	40% - 60%	0	0.6067909721491469	15635
2044	Tu	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.30625439820605416	8502
2045	W	7:00 pm	Non-Conference	Yes	Less than 40%	0	0.570488632340019	10425
2046	Tu	7:00 pm	conference	Yes	40% - 60%	1	0.502849495184322	15769
2047	Fr	5:00 pm	Rivalry	No	40% - 60%	0	0.40390977766390257	19822
2048	M	5:00 pm	Rivalry	Yes	More than 60%	1	0.4787035298252027	21273
2049	Fr	7:00 pm	conference	Yes	40% - 60%	0	0.4895498351275275	15994
2050	Th	7:00 pm	Non-Conference	No	More than 60%	1	0.3915600310537742	14985
2051	Fr	5:00 pm	conference	Yes	More than 60%	0	0.5268360121781533	16149
2052	M	2:00 pm	Non-Conference	No	40% - 60%	1	0.43817860494499117	8863
2053	Sa	7:00 pm	conference	Yes	40% - 60%	0	0.44651800932954816	16247
2054	W	7:00 pm	conference	Yes	More than 60%	1	0.5072723664112812	17211
2055	M	5:00 pm	conference	No	Less than 40%	0	0.311161283081532	11980
2056	M	7:00 pm	conference	Yes	Less than 40%	0	0.5643766446534324	12311
2057	Tu	7:00 pm	conference	No	More than 60%	1	0.4590858953394429	17617
2058	Tu	5:00 pm	conference	Yes	40% - 60%	2	0.29516525286708384	14720
2059	Sa	7:00 pm	conference	No	40% - 60%	0	0.6680824030658614	16364
2060	Fr	2:00 pm	conference	Yes	Less than 40%	1	0.34979767402763207	11674
2061	M	7:00 pm	Non-Conference	Yes	Less than 40%	1	0.3874500233052476	9559
2062	M	5:00 pm	Non-Conference	No	Less than 40%	1	0.33170648639263745	8990
2063	W	5:00 pm	Non-Conference	Yes	More than 60%	0	0.5153355376094405	12719
2064	Sa	5:00 pm	Non-Conference	No	More than 60%	1	0.3962580713233267	16066
2065	M	5:00 pm	Non-Conference	Yes	40% - 60%	1	0.3937527385759295	11178
2066	M	7:00 pm	Non-Conference	No	Less than 40%	2	0.6028537935545805	11924
2067	Su	7:00 pm	Rivalry	Yes	More than 60%	0	0.4859873426452566	22114
2068	Su	7:00 pm	Non-Conference	No	40% - 60%	0	0.5395419314319038	12224
2069	Su	7:00 pm	conference	No	40% - 60%	2	0.6652685573824624	17511
2070	Tu	7:00 pm	Non-Conference	No	40% - 60%	1	0.6644177956715616	13745
2071	M	5:00 pm	conference	No	40% - 60%	1	0.4124282861094865	14491
2072	Th	5:00 pm	Non-Conference	Yes	40% - 60%	0	0.4217144572788528	9841
2073	Su	7:00 pm	Rivalry	No	40% - 60%	1	0.3001438337985357	22530
2074	Th	2:00 pm	Non-Conference	Yes	Less than 40%	0	0.5989522623998308	6721
2075	W	7:00 pm	Non-Conference	Yes	More than 60%	0	0.49408156359121447	13995
2076	M	2:00 pm	Non-Conference	Yes	More than 60%	1	0.3737953631575743	11372
2077	M	7:00 pm	conference	Yes	40% - 60%	1	0.5578037476240996	14487
2078	Fr	7:00 pm	Non-Conference	Yes	More than 60%	0	0.48936503567056383	14258
2079	Su	7:00 pm	conference	Yes	More than 60%	1	0.46851411446025715	17886
2080	Su	5:00 pm	conference	Yes	More than 60%	2	0.6567778956231864	18395
2081	Sa	7:00 pm	Non-Conference	No	More than 60%	1	0.5985419457061045	16610
2082	Th	5:00 pm	conference	Yes	Less than 40%	0	0.30547810511762685	10281
2083	Tu	7:00 pm	conference	No	More than 60%	3	0.5594327114576533	19112
2084	Su	5:00 pm	Non-Conference	No	Less than 40%	3	0.7151501928455001	13418
2085	Th	5:00 pm	conference	No	40% - 60%	1	0.5765217226703472	14026
2086	M	7:00 pm	Non-Conference	Yes	40% - 60%	1	0.551810208938817	11780
2087	M	7:00 pm	conference	No	More than 60%	0	0.5465487386851383	16835
2088	Sa	7:00 pm	conference	Yes	More than 60%	0	0.5024137276350449	17970
2089	Tu	5:00 pm	Non-Conference	No	40% - 60%	0	0.45541798488611807	10305
2090	W	7:00 pm	Non-Conference	Yes	40% - 60%	0	0.536477424531986	10573
2091	Fr	5:00 pm	conference	Yes	40% - 60%	2	0.7079388055310043	16376
2092	Th	5:00 pm	conference	Yes	More than 60%	2	0.3031685994582921	16696
2093	Sa	5:00 pm	conference	No	Less than 40%	0	0.2953290629373422	13253
2094	Su	7:00 pm	conference	Yes	40% - 60%	0	0.5569630638622702	14672
2095	Fr	7:00 pm	conference	No	More than 60%	1	0.6246810576729954	18827
2096	Su	5:00 pm	conference	No	Less than 40%	2	0.4185914879454322	14458
